status	mode	depth	fanin	rem	module	path
TODO	struct	1	2	6	app	Ghidra/Features/Decompiler/src/main/java/ghidra/app/decompiler/signature/VarnodeSignature.java
TODO	struct	0	2	39	feature	Ghidra/Features/BSimFeatureVisualizer/src/main/java/ghidra/bsfv/BsfvTableModel.java
TODO	struct	1	1	11	feature	Ghidra/Features/BSimFeatureVisualizer/src/main/java/ghidra/bsfv/BSimFeatureGraphDisplayOptions.java
TODO	struct	1	1	34	feature	Ghidra/Features/BSimFeatureVisualizer/src/main/java/ghidra/bsfv/BsfvGraphDisplayListener.java
TODO	struct	0	2	24	feature	Ghidra/Features/BSimFeatureVisualizer/src/main/java/ghidra/bsfv/HighlightAndGraphAction.java
TODO	struct	0	2	26	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/disassemble/Hcs12DisassembleCommand.java
TODO	struct	0	2	26	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/disassemble/MipsDisassembleCommand.java
TODO	struct	0	2	26	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/disassemble/PowerPCDisassembleCommand.java
TODO	struct	0	2	26	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/disassemble/X86_64DisassembleCommand.java
TODO	struct	0	2	90	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/formats/AppleSingleDoubleBinaryAnalysisCommand.java
TODO	struct	0	2	12	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/formats/CoffArchiveBinaryAnalysisCommand.java
TODO	struct	0	2	23	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/formats/PefBinaryAnalysisCommand.java
TODO	struct	0	2	63	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/formats/PortableExecutableBinaryAnalysisCommand.java
TODO	struct	0	2	3	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/module/CreateFolderCommand.java
TODO	struct	0	2	3	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/module/CreateFragmentCmd.java
TODO	struct	0	2	18	app	Ghidra/Features/Base/src/main/java/ghidra/app/cmd/module/SubroutineModelCmd.java
TODO	struct	0	2	26	app	Ghidra/Features/Base/src/main/java/ghidra/app/merge/tool/ListingMergePanelPlugin.java
TODO	struct	0	2	59	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/bookmark/BookmarkTableModel.java
TODO	struct	0	2	5	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/bookmark/DeleteBookmarkAction.java
TODO	struct	0	2	87	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/checksums/ChecksumTableModel.java
TODO	struct	0	2	1	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/checksums/MemoryInputStream.java
TODO	struct	0	2	9	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/colorizer/NextColorRangeAction.java
TODO	struct	0	2	9	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/colorizer/PreviousColorRangeAction.java
TODO	struct	0	2	34	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/commentwindow/CommentTableModel.java
TODO	struct	0	2	8	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateArchiveAction.java
TODO	struct	0	2	3	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateEnumAction.java
TODO	struct	0	2	3	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateFunctionDefinitionAction.java
TODO	struct	0	2	3	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateStructureAction.java
TODO	struct	0	2	3	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/CreateUnionAction.java
TODO	struct	0	2	8	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/EditArchivePathAction.java
TODO	struct	0	2	7	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/FindDataTypesByNameAction.java
TODO	struct	0	2	5	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/IncludeDataTypesInFilterAction.java
TODO	struct	0	2	12	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/OpenArchiveAction.java
TODO	struct	0	2	3	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/OpenProjectArchiveAction.java
TODO	struct	0	2	5	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/PreviewWindowAction.java
TODO	struct	0	2	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/RedoArchiveTransactionAction.java
TODO	struct	0	2	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/UndoArchiveTransactionAction.java
TODO	struct	0	2	30	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/associate/CommitAction.java
TODO	struct	0	2	7	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/associate/RevertAction.java
TODO	struct	0	2	32	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/associate/SyncRefreshAction.java
TODO	struct	0	2	30	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datamgr/actions/associate/UpdateAction.java
TODO	struct	0	2	35	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/datawindow/DataTableModel.java
TODO	struct	0	2	1	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/equate/RenameEquateCmd.java
TODO	struct	0	2	33	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/fallthrough/FallThroughPlugin.java
TODO	struct	0	2	58	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/function/tags/FunctionTableModel.java
TODO	struct	0	2	6	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/functionwindow/FunctionWindowPlugin.java
TODO	struct	0	2	53	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/help/AboutProgramPlugin.java
TODO	struct	0	2	99	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/hover/AbstractScalarOperandHover.java
TODO	struct	0	2	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/memory/ExpandBlockDownModel.java
TODO	struct	0	2	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/memory/ExpandBlockUpModel.java
TODO	struct	0	2	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/memory/UninitializedBlockCmd.java
TODO	struct	0	2	4	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/navigation/locationreferences/LocationReferencesProviderContext.java
TODO	struct	0	2	1	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/reachability/FunctionReachabilityResult.java
TODO	struct	0	2	40	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/references/CreateDefaultReferenceAction.java
TODO	struct	0	2	16	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/references/EditReferencesModel.java
TODO	struct	0	2	6	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/reloc/RelocationTableModel.java
TODO	struct	0	2	3	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/scalartable/ScalarSearchContext.java
TODO	struct	0	2	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/script/ScriptsModel.java
TODO	struct	0	2	3	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/searchtext/ListingDisplaySearchTableModel.java
TODO	struct	0	2	13	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/searchtext/databasesearcher/ProgramDatabaseSearchTableModel.java
TODO	struct	0	2	29	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/select/SelectBytesPlugin.java
TODO	struct	1	1	6	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/select/flow/SelectByFlowAction.java
TODO	struct	1	2	12	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/sourcefilestable/SourceFilesTableModel.java
TODO	struct	2	1	5	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/string/translate/ClearTranslationAction.java
TODO	struct	2	1	5	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/string/translate/ToggleShowTranslationAction.java
TODO	struct	2	1	4	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/string/translate/TranslateAction.java
TODO	struct	1	2	38	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/string/translate/libretranslate/LibreTranslateStringTranslationService.java
TODO	struct	0	2	5	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/strings/DefinedStringsContext.java
TODO	struct	0	2	4	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/strings/HasTranslationValueColumnConstraint.java
TODO	struct	0	2	4	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/strings/IsAsciiColumnConstraint.java
TODO	struct	1	2	1	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/strings/Trigram.java
TODO	struct	0	2	17	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/strings/TrigramStringValidator.java
TODO	struct	0	2	4	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/actions/ClearPinSymbolAction.java
TODO	struct	0	2	5	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/actions/CloneSymbolTreeAction.java
TODO	struct	0	2	13	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/actions/GoToExternalLocationAction.java
TODO	struct	0	2	5	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/actions/NavigateOnOutgoingActon.java
TODO	struct	0	2	7	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/actions/RenameAction.java
TODO	struct	0	2	6	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/symboltree/actions/SelectionAction.java
TODO	struct	0	2	29	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/core/totd/TipOfTheDayPlugin.java
TODO	struct	1	1	1	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/debug/dbtable/BinaryColumnAdapter.java
TODO	struct	1	1	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/debug/dbtable/ByteColumnAdapter.java
TODO	struct	1	1	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/debug/dbtable/IntegerColumnAdapter.java
TODO	struct	1	1	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/debug/dbtable/LongColumnAdapter.java
TODO	struct	1	1	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/debug/dbtable/ShortColumnAdapter.java
TODO	struct	1	1	1	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/debug/dbtable/StringColumnAdapter.java
TODO	struct	0	2	27	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/debug/dbtable/DbSmallTableModel.java
TODO	struct	0	2	24	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/debug/propertymanager/PropertyDeleteCmd.java
TODO	struct	0	2	5	app	Ghidra/Features/Base/src/main/java/ghidra/app/plugin/exceptionhandlers/gcc/sections/EhFrameSection.java
TODO	struct	0	2	7	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/dwarf/line/DWARFLineContentType.java
TODO	struct	0	2	71	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/rich/MSRichProductBuildNumberDataType.java
TODO	struct	0	2	71	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/rich/MSRichProductIDDataType.java
TODO	struct	0	2	73	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/rich/MSRichProductInfoDataType.java
TODO	struct	2	2	71	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/rich/RichObjectCountDataType.java
TODO	struct	1	2	73	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/rich/RichTableRecordDataType.java
TODO	struct	0	2	72	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/rich/PERichTableDataType.java
TODO	struct	1	2	5	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/rich/RichProductIdLoader.java
TODO	struct	0	2	1	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/pe/rich/RichHeaderUtils.java
TODO	struct	0	2	1	format	Ghidra/Features/Base/src/main/java/ghidra/app/util/bin/format/unixaout/UnixAoutRelocation.java
TODO	struct	1	1	37	app	Ghidra/Features/Base/src/main/java/ghidra/app/util/exporter/ReferenceLineDispenser.java
TODO	struct	0	2	19	app	Ghidra/Features/Base/src/main/java/ghidra/app/util/exporter/ProgramTextWriter.java
TODO	struct	0	2	5	app	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/format/actions/InsertRowAction.java
TODO	struct	0	2	9	app	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/format/actions/RemoveRowAction.java
TODO	struct	0	2	2	app	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/util/AddressBasedIndexMapper.java
TODO	struct	0	2	28	app	Ghidra/Features/Base/src/main/java/ghidra/app/util/viewer/util/DataOpenCloseManager.java
TODO	struct	0	2	51	util	Ghidra/Features/Base/src/main/java/ghidra/base/help/GhidraHelpService.java
TODO	struct	0	2	4	feature	Ghidra/Features/Base/src/main/java/ghidra/features/base/codecompare/listing/LinearAddressCorrelation.java
TODO	struct	1	1	28	feature	Ghidra/Features/Base/src/main/java/ghidra/features/base/memsearch/mnemonic/MaskGenerator.java
TODO	struct	0	2	28	feature	Ghidra/Features/Base/src/main/java/ghidra/features/base/memsearch/mnemonic/MnemonicSearchPlugin.java
TODO	struct	0	2	1	feature	Ghidra/Features/Base/src/main/java/ghidra/features/base/replace/items/RenameMemoryBlockQuickFix.java
TODO	struct	0	2	3	feature	Ghidra/Features/Base/src/main/java/ghidra/features/base/replace/items/RenameProgramTreeGroupQuickFix.java
TODO	struct	0	2	8	feature	Ghidra/Features/Base/src/main/java/ghidra/features/base/replace/items/RenameSymbolQuickFix.java
TODO	struct	0	2	85	app	Ghidra/Features/Base/src/main/java/ghidra/plugin/importer/AddToProgramDialog.java
TODO	struct	0	2	22	app	Ghidra/Features/Base/src/main/java/ghidra/plugin/importer/LanguageSortedTableModel.java
TODO	struct	0	2	99	app	Ghidra/Features/Base/src/main/java/ghidra/plugins/importer/tasks/ImportBatchTask.java
TODO	struct	0	2	4	util	Ghidra/Features/Base/src/main/java/ghidra/util/charset/picker/CharsetPickerDialog.java
TODO	struct	0	2	28	app	Ghidra/Features/BytePatterns/src/main/java/ghidra/app/analyzers/FuncRecord.java
TODO	struct	0	2	6	feature	Ghidra/Features/CodeCompare/src/main/java/ghidra/features/codecompare/decompile/ApplyCalleeEmptySignatureFromMatchedTokensAction.java
TODO	struct	0	2	6	feature	Ghidra/Features/CodeCompare/src/main/java/ghidra/features/codecompare/decompile/ApplyCalleeFunctionNameFromMatchedTokensAction.java
TODO	struct	0	2	6	feature	Ghidra/Features/CodeCompare/src/main/java/ghidra/features/codecompare/decompile/ApplyCalleeSignatureWithDatatypesFromMatchedTokensAction.java
TODO	struct	0	2	9	feature	Ghidra/Features/CodeCompare/src/main/java/ghidra/features/codecompare/decompile/ApplyEmptyVariableTypeFromMatchedTokensAction.java
TODO	struct	0	2	16	feature	Ghidra/Features/CodeCompare/src/main/java/ghidra/features/codecompare/decompile/ApplyGlobalNameFromMatchedTokensAction.java
TODO	struct	0	2	8	feature	Ghidra/Features/CodeCompare/src/main/java/ghidra/features/codecompare/decompile/ApplyLocalNameFromMatchedTokensAction.java
TODO	struct	0	2	8	feature	Ghidra/Features/CodeCompare/src/main/java/ghidra/features/codecompare/decompile/ApplyVariableTypeFromMatchedTokensAction.java
TODO	struct	0	2	31	feature	Ghidra/Features/CodeCompare/src/main/java/ghidra/features/codecompare/decompile/DualDecompilerScrollCoordinator.java
TODO	struct	0	2	3	feature	Ghidra/Features/CodeCompare/src/main/java/ghidra/features/codecompare/functiongraph/actions/AbstractFgAction.java
TODO	struct	0	2	5	graph	Ghidra/Features/DataGraph/src/main/java/datagraph/DegContext.java
TODO	struct	0	2	3	graph	Ghidra/Features/DataGraph/src/main/java/datagraph/DegSatelliteContext.java
TODO	struct	0	2	1	graph	Ghidra/Features/DataGraph/src/main/java/datagraph/data/graph/panel/model/row/ComponentDataRowObject.java
TODO	struct	1	1	74	app	Ghidra/Features/DecompilerDependent/src/main/java/ghidra/app/extension/datatype/finder/DecompilerFieldAccess.java
TODO	struct	0	2	32	app	Ghidra/Features/DecompilerDependent/src/main/java/ghidra/app/extension/datatype/finder/VariableAccessDR.java
TODO	struct	0	2	3	app	Ghidra/Features/DecompilerDependent/src/main/java/ghidra/app/plugin/core/decompiler/taint/slicetree/OutFunctionCallNode.java
TODO	struct	0	2	24	app	Ghidra/Features/DecompilerDependent/src/main/java/ghidra/app/plugin/core/string/variadic/FunctionCallData.java
TODO	struct	0	2	81	app	Ghidra/Features/DecompilerDependent/src/main/java/ghidra/app/plugin/core/string/variadic/PcodeFunctionParser.java
TODO	struct	0	2	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/crypto/CryptoKeyFileTemplateWriter.java
TODO	struct	1	2	72	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootimg/BootImageHeaderV0.java
TODO	struct	1	2	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootimg/BootImageHeaderV1.java
TODO	struct	1	1	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootimg/BootImageHeaderV2.java
TODO	struct	1	2	72	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootimg/BootImageHeaderV3.java
TODO	struct	1	1	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootimg/BootImageHeaderV4.java
TODO	struct	0	2	7	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootimg/BootImageHeaderFactory.java
TODO	struct	1	2	2	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootimg/VendorBootImageHeaderV3.java
TODO	struct	2	2	71	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootimg/VendorRamdiskTableEntryV4.java
TODO	struct	1	2	3	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootimg/VendorBootImageHeaderV4.java
TODO	struct	0	2	3	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootimg/VendorBootImageHeaderFactory.java
TODO	struct	0	2	2	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/bootldr/AndroidBootLoaderHeader.java
TODO	struct	0	2	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/android/odex/OdexHeader.java
TODO	struct	0	2	71	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/bplist/NSData.java
TODO	struct	0	2	3	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/cramfs/CramFsBlockReader.java
TODO	struct	0	2	21	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/dtb/DtTableEntry.java
TODO	struct	0	2	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/dtb/DtbUtil.java
TODO	struct	0	2	2	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ext4/Ext4DxEntry.java
TODO	struct	0	2	94	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ext4/Ext4IBlock.java
TODO	struct	0	2	21	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ios/btree/BTreeMapRecord.java
TODO	struct	0	2	20	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ios/btree/BTreeUserDataRecord.java
TODO	struct	0	2	72	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ios/dmg/DmgHeaderV2.java
TODO	struct	0	2	3	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ios/dmg/DmgServerProcessManager.java
TODO	struct	0	2	91	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ios/ibootim/iBootImHeader.java
TODO	struct	0	2	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ios/png/IHDRChunk.java
TODO	struct	0	2	73	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/ios/png/ProcessedPNG.java
TODO	struct	0	2	20	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/lzss/LzssCompressionHeader.java
TODO	struct	0	2	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/sevenzip/SevenZipCliToolWrapper.java
TODO	struct	1	1	1	app	Ghidra/Features/Base/src/main/java/ghidra/app/util/recognizer/RecognizerService.java
TODO	struct	1	1	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/sevenzip/SevenZipCustomInitializer.java
TODO	struct	0	2	25	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/sevenzip/SevenZipFileSystemFactory.java
TODO	struct	0	2	2	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/sparseimage/SparseHeader.java
TODO	struct	3	1	91	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/sparseimage/ChunkHeader.java
TODO	struct	2	1	4	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/sparseimage/SparseImageDecompressor.java
TODO	struct	1	1	27	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/sparseimage/SparseImageFileSystemFactory.java
TODO	struct	0	2	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/squashfs/SquashFragmentTable.java
TODO	struct	1	1	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/squashfs/SquashExtendedDirectoryInode.java
TODO	struct	1	1	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/squashfs/SquashExtendedFileInode.java
TODO	struct	1	1	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/squashfs/SquashOtherInode.java
TODO	struct	1	2	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/squashfs/SquashSymlinkInode.java
TODO	struct	0	2	8	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/squashfs/SquashInodeTable.java
TODO	struct	0	2	2	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/yaffs2/YAFFS2Header.java
TODO	struct	0	2	1	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/formats/zstd/ZstdCliToolWrapper.java
TODO	struct	1	2	3	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/jad/JarDecompilerTask.java
TODO	struct	0	2	59	file	Ghidra/Features/FileFormats/src/main/java/ghidra/file/jad/JarDecompiler.java
TODO	struct	0	2	25	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/DefaultFgEnv.java
TODO	struct	0	2	5	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/DiscoverableFGLayoutFinder.java
TODO	struct	0	2	4	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/FGLocationMemento.java
TODO	struct	0	2	3	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/action/FunctionGraphEmptyGraphActionContext.java
TODO	struct	0	2	3	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/action/FunctionGraphSatelliteViewerActionContext.java
TODO	struct	0	2	5	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/action/FunctionGraphUneditableVertexLocationActionContext.java
TODO	struct	0	2	4	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/action/FunctionGraphValidGraphActionContext.java
TODO	struct	0	2	4	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/action/FunctionGraphVertexLocationInFullViewModeActionContext.java
TODO	struct	0	2	2	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/layout/flowchart/ColSegmentList.java
TODO	struct	1	2	2	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/layout/flowchart/RowSegmentList.java
TODO	struct	0	2	5	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/layout/flowchart/EdgeSegmentMap.java
TODO	struct	0	2	8	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/graph/layout/flowchart/FGFlowChartLayout.java
TODO	struct	0	2	4	app	Ghidra/Features/FunctionGraph/src/main/java/ghidra/app/plugin/core/functiongraph/util/job/AbstractFunctionGraphTransitionJob.java
TODO	struct	1	2	7	server	Ghidra/Features/GhidraServer/src/main/java/ghidra/server/stream/RemoteInputBlockStreamHandle.java
TODO	struct	1	1	7	server	Ghidra/Features/GhidraServer/src/main/java/ghidra/server/stream/RemoteOutputBlockStreamHandle.java
TODO	struct	0	2	11	server	Ghidra/Features/GhidraServer/src/main/java/ghidra/server/remote/RemoteBufferFileImpl.java
TODO	struct	0	2	30	graph	Ghidra/Features/GraphFunctionCalls/src/main/java/functioncalls/graph/view/FcgComponent.java
TODO	struct	0	2	8	graph	Ghidra/Features/GraphFunctionCalls/src/main/java/functioncalls/graph/view/FcgView.java
TODO	struct	1	2	6	graph	Ghidra/Features/GraphFunctionCalls/src/main/java/functioncalls/plugin/ValidFcgData.java
TODO	struct	0	2	3	graph	Ghidra/Features/GraphFunctionCalls/src/main/java/functioncalls/plugin/FcgDataFactory.java
TODO	struct	0	2	9	graph	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/exporter/CsvAdjacencyListGraphExporter.java
TODO	struct	0	2	9	graph	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/exporter/CsvEdgeListGraphExporter.java
TODO	struct	0	2	9	graph	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/exporter/DimacsGraphExporter.java
TODO	struct	0	2	9	graph	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/exporter/DotGraphExporter.java
TODO	struct	0	2	9	graph	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/exporter/GmlGraphExporter.java
TODO	struct	0	2	9	graph	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/exporter/GraphMlGraphExporter.java
TODO	struct	0	2	9	graph	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/exporter/JsonGraphExporter.java
TODO	struct	0	2	9	graph	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/exporter/MatrixGraphExporter.java
TODO	struct	0	2	9	graph	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/exporter/VisioGraphExporter.java
TODO	struct	2	1	1	graph	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/visualization/EdgeComparator.java
TODO	struct	1	1	2	graph	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/visualization/LayoutFunction.java
TODO	struct	0	2	10	graph	Ghidra/Features/GraphServices/src/main/java/ghidra/graph/visualization/LayoutTransitionManager.java
TODO	struct	1	2	99	app	Ghidra/Features/MicrosoftCodeAnalyzer/src/main/java/ghidra/app/cmd/data/rtti/CreateVfTableBackgroundCmd.java
TODO	struct	0	2	36	app	Ghidra/Features/MicrosoftCodeAnalyzer/src/main/java/ghidra/app/cmd/data/rtti/CreateRtti4BackgroundCmd.java
