class	fanin	path
StructureLittleEndianBitFieldTest	1239	Ghidra/Features/Base/src/test/java/ghidra/program/model/data/StructureLittleEndianBitFieldTest.java
UInt16TDataType	1239	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/UInt16TDataType.java
UInt32TDataType	1239	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/UInt32TDataType.java
UInt64TDataType	1239	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/UInt64TDataType.java
UInt8TDataType	1239	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/UInt8TDataType.java
Undefined3DataType	1239	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Undefined3DataType.java
Undefined5DataType	1239	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Undefined5DataType.java
Undefined6DataType	1239	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Undefined6DataType.java
Undefined7DataType	1239	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Undefined7DataType.java
UnionBigEndianBitFieldTest	1239	Ghidra/Features/Base/src/test/java/ghidra/program/model/data/UnionBigEndianBitFieldTest.java
UnionInternal	1239	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/UnionInternal.java
UnionLittleEndianBitFieldTest	1239	Ghidra/Features/Base/src/test/java/ghidra/program/model/data/UnionLittleEndianBitFieldTest.java
UnsignedPointerSizedIntegerDataType	1239	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/UnsignedPointerSizedIntegerDataType.java
AIFFDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/AIFFDataType.java
AUDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/AUDataType.java
ArrayStringableTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/ArrayStringableTest.java
BitFieldDataTypeTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/BitFieldDataTypeTest.java
CategoryPathTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/CategoryPathTest.java
CharDataTypesRenderTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/CharDataTypesRenderTest.java
CharsetSettingsDefinitionTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/CharsetSettingsDefinitionTest.java
CompositeImplZeroArrayTest	1238	Ghidra/Features/Base/src/test/java/ghidra/program/model/data/CompositeImplZeroArrayTest.java
CountedDynamicDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/CountedDynamicDataType.java
CustomFormat	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/CustomFormat.java
CustomOrganization	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/CustomOrganization.java
DataTypeArchiveIdDumper	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/DataTypeArchiveIdDumper.java
DataTypeComparator	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/DataTypeComparator.java
DataTypeManagerChangeListenerAdapter	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/DataTypeManagerChangeListenerAdapter.java
DataTypeManagerChangeListenerHandler	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/DataTypeManagerChangeListenerHandler.java
DataTypeNameComparatorTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/DataTypeNameComparatorTest.java
DataTypeObjectComparator	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/DataTypeObjectComparator.java
DataTypeTest	1238	Ghidra/Features/Base/src/test.slow/java/ghidra/program/model/data/DataTypeTest.java
DataTypeWriterTest	1238	Ghidra/Framework/SoftwareModeling/src/test.slow/java/ghidra/program/model/data/DataTypeWriterTest.java
DataUtilitiesTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/DataUtilitiesTest.java
DialogResourceDataTypeTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/DialogResourceDataTypeTest.java
EnumDataTypeTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/EnumDataTypeTest.java
EnumTest	1238	Ghidra/Framework/SoftwareModeling/src/test.slow/java/ghidra/program/model/data/EnumTest.java
EnumValuePartitionerTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/EnumValuePartitionerTest.java
FactoryStructureDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/FactoryStructureDataType.java
FileDataTypeManagerTest	1238	Ghidra/Framework/SoftwareModeling/src/test.slow/java/ghidra/program/model/data/FileDataTypeManagerTest.java
FileTimeDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/FileTimeDataType.java
Float10DataTypeTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/Float10DataTypeTest.java
FloatDataTypeTest	1238	Ghidra/Framework/SoftwareModeling/src/test.slow/java/ghidra/program/model/data/FloatDataTypeTest.java
FunctionDefinitionDataTypeTest	1238	Ghidra/Framework/SoftwareModeling/src/test.slow/java/ghidra/program/model/data/FunctionDefinitionDataTypeTest.java
ICategory	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/ICategory.java
IconMaskResourceDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/IconMaskResourceDataType.java
IllegalRenameException	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/IllegalRenameException.java
IndexedDynamicDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/IndexedDynamicDataType.java
IntegerDataTypeTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/IntegerDataTypeTest.java
JPEGDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/JPEGDataType.java
LEB128DataTypeTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/LEB128DataTypeTest.java
MIDIDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/MIDIDataType.java
MSVCStructureImplBitFieldTest	1238	Ghidra/Features/Base/src/test/java/ghidra/program/model/data/MSVCStructureImplBitFieldTest.java
MSVCUnionImplBitFieldTest	1238	Ghidra/Features/Base/src/test/java/ghidra/program/model/data/MSVCUnionImplBitFieldTest.java
MacintoshTimeStampDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/MacintoshTimeStampDataType.java
MenuResourceDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/MenuResourceDataType.java
NoisyStructureBuilderTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/NoisyStructureBuilderTest.java
Pointer24DataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer24DataType.java
Pointer40DataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer40DataType.java
Pointer48DataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer48DataType.java
Pointer56DataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer56DataType.java
Pointer64DataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer64DataType.java
Pointer8DataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/Pointer8DataType.java
PointerTypedefDataTypeTest	1238	Ghidra/Features/Base/src/test.slow/java/ghidra/program/model/data/PointerTypedefDataTypeTest.java
ProjectArchiveBasedDataTypeManager	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/ProjectArchiveBasedDataTypeManager.java
RGB16ColorDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/RGB16ColorDataType.java
RGB32ColorDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/RGB32ColorDataType.java
RepeatedDynamicDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/RepeatedDynamicDataType.java
RepeatedStringDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/RepeatedStringDataType.java
SegmentedCodePointerDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/SegmentedCodePointerDataType.java
ShiftedAddressDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/ShiftedAddressDataType.java
StringDataTypeTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/StringDataTypeTest.java
StringRenderBuilderTest	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/StringRenderBuilderTest.java
StructureDataTypeTest	1238	Ghidra/Features/Base/src/test/java/ghidra/program/model/data/StructureDataTypeTest.java
StructureFactoryTest	1238	Ghidra/Features/Base/src/test.slow/java/ghidra/program/model/data/StructureFactoryTest.java
StructureImplBigEndianBitFieldTest	1238	Ghidra/Features/Base/src/test/java/ghidra/program/model/data/StructureImplBigEndianBitFieldTest.java
StructureImplLittleEndianBitFieldTest	1238	Ghidra/Features/Base/src/test/java/ghidra/program/model/data/StructureImplLittleEndianBitFieldTest.java
StructuredDynamicDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/StructuredDynamicDataType.java
StubDataType	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/StubDataType.java
TerminatedSettingsDefinition	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/TerminatedSettingsDefinition.java
TestDoubleDataTypeManager	1238	Ghidra/Framework/SoftwareModeling/src/test/java/ghidra/program/model/data/TestDoubleDataTypeManager.java
UnionDataTypeTest	1238	Ghidra/Features/Base/src/test/java/ghidra/program/model/data/UnionDataTypeTest.java
UnionImplBigEndianBitFieldTest	1238	Ghidra/Features/Base/src/test/java/ghidra/program/model/data/UnionImplBigEndianBitFieldTest.java
UnionImplLittleEndianBitFieldTest	1238	Ghidra/Features/Base/src/test/java/ghidra/program/model/data/UnionImplLittleEndianBitFieldTest.java
WAVEDataType	1238	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/data/WAVEDataType.java
DuplicateNameException	1187	Ghidra/Framework/Generic/src/main/java/ghidra/util/exception/DuplicateNameException.java
CodeUnit	1176	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/CodeUnit.java
Instruction	1175	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/Instruction.java
AddressRange	1163	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/address/AddressRange.java
CommentType	1148	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/CommentType.java
AddressFactory	1135	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/address/AddressFactory.java
Listing	1131	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/Listing.java
Variable	1117	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/Variable.java
VariableStorage	1106	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/VariableStorage.java
ProgramContext	1098	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/ProgramContext.java
ProgramModule	1094	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/ProgramModule.java
AddressOverflowException	1093	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/address/AddressOverflowException.java
FunctionManager	1088	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/FunctionManager.java
Parameter	1088	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/Parameter.java
ContextChangeException	1087	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/ContextChangeException.java
Library	1087	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/Library.java
Bookmark	1085	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/Bookmark.java
BookmarkType	1085	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/BookmarkType.java
CircularDependencyException	1084	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/CircularDependencyException.java
FunctionIterator	1081	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/FunctionIterator.java
ProgramChangeSet	1081	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/ProgramChangeSet.java
DataTypeArchive	1079	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/DataTypeArchive.java
FunctionSignature	1079	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/FunctionSignature.java
GhidraClass	1079	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/GhidraClass.java
FlowOverride	1078	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/FlowOverride.java
InstructionIterator	1078	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/InstructionIterator.java
ProgramFragment	1078	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/ProgramFragment.java
FunctionTag	1077	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/FunctionTag.java
ProgramUserData	1076	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/ProgramUserData.java
AddressOutOfBoundsException	1075	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/address/AddressOutOfBoundsException.java
IncompatibleLanguageException	1075	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/IncompatibleLanguageException.java
Group	1074	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/Group.java
AddressIterator	1073	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/address/AddressIterator.java
BookmarkManager	1073	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/BookmarkManager.java
DataIterator	1073	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/DataIterator.java
DefaultProgramContext	1073	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/DefaultProgramContext.java
AutoParameterType	1072	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/AutoParameterType.java
CodeUnitIterator	1072	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/CodeUnitIterator.java
ParameterImpl	1071	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/ParameterImpl.java
VariableOffset	1071	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/VariableOffset.java
DataTypeArchiveChangeSet	1070	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/DataTypeArchiveChangeSet.java
DataTypeChangeSet	1070	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/DataTypeChangeSet.java
StackFrame	1070	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/StackFrame.java
VariableSizeException	1070	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/VariableSizeException.java
DomainObjectChangeSet	1069	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/DomainObjectChangeSet.java
LabelString	1069	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/LabelString.java
LocalVariable	1069	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/LocalVariable.java
VariableUtilities	1069	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/VariableUtilities.java
CodeUnitComments	1068	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/CodeUnitComments.java
CodeUnitFormat	1068	Ghidra/Features/Base/src/main/java/ghidra/program/model/listing/CodeUnitFormat.java
CodeUnitFormatOptions	1068	Ghidra/Features/Base/src/main/java/ghidra/program/model/listing/CodeUnitFormatOptions.java
CommentHistory	1068	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/program/model/listing/CommentHistory.java
